source,review_id,label,span_text,sentence,start,end,score
Amazon,4237,PERSON,Mobley,"So any album that he appears on as sideman, particularly with such a simpatico leader, is doubly welcome.The three bonus tracks appended to My Conception provide a tasty dessert, with Clifford Jordan and the superb Kenny Burrell contrasting nicely with Mobley and Byrd from the other session.",253,259,0.8527874946594238
Amazon,4237,PERSON,Byrd,"So any album that he appears on as sideman, particularly with such a simpatico leader, is doubly welcome.The three bonus tracks appended to My Conception provide a tasty dessert, with Clifford Jordan and the superb Kenny Burrell contrasting nicely with Mobley and Byrd from the other session.",264,268,0.8182997107505798
Amazon,4237,PERSON,Sonny Clark,So basically you've got a &quot;lost&quot; Sonny Clark album here with a three-song bonus pairing him with Kenny Burrell.,43,54,0.9388611316680908
Amazon,4237,PERSON,Kenny Burrell,So basically you've got a &quot;lost&quot; Sonny Clark album here with a three-song bonus pairing him with Kenny Burrell.,107,120,0.944713294506073
Amazon,4770,PERSON,Vaughan Williams,The Vaughan Williams Symphony No.,4,20,0.7213975191116333
Amazon,3850,MEMORY,cherished recording,"Well, when he hits somethings nice, he just melts.&quot; Clearly, on the evidence of this cherished recording, the charges are false or mistaken, indeed.",90,109,0.6978521347045898
Amazon,11283,PERSON,Matt,This is not the sort of thing an insecure or ego-driven composer does and it bodes AMAZINGLY well for future projects to showcase not only Matt's skill behind the 88 keys but his technical ability to compose and lead a group of musicians.,139,143,0.9518372416496277
Amazon,11283,PERSON,Matt,"It is a mark of Matt's skill, humility and humanity that he shares the auditory stage with other instruments - and has on the last several discs including the superlative Hot Ticket - even giving over to them for independent solos.",16,20,0.95731121301651
Amazon,11837,PERSON,Palmer,"Then I get to thinking about Palmer's drumming, and I think it's not as interesting or adventurous or as aggressive as it once was.",29,35,0.9115303754806519
Amazon,11837,PLACE,Asia,"Let's have some bite to the words next time.Here's how ""XXX"" compares to Asia's previous works:1982 Asia: Five Stars1983 Alpha: Five Stars1985 Astra: Four Stars2008 Phoenix: Three and a Half Stars2010 Omega: Three and a Half Stars2012 XXX: Three and a Half Stars",73,77,0.8462057709693909
Amazon,11837,PLACE,Asia,"Let's have some bite to the words next time.Here's how ""XXX"" compares to Asia's previous works:1982 Asia: Five Stars1983 Alpha: Five Stars1985 Astra: Four Stars2008 Phoenix: Three and a Half Stars2010 Omega: Three and a Half Stars2012 XXX: Three and a Half Stars",100,104,0.8194551467895508
Amazon,11837,PERSON,Wetton,"Well, it's not Wetton's vocals--I think they are still strong if a little weathered by age.",15,21,0.9401611089706421
Amazon,596,PERSON,Mozart,"It is an early piece and not the greatest Mozart by any means, but Mozart had a star on his brow from his most juvenile efforts onwards.",42,48,0.9845466017723083
Amazon,596,PERSON,Mozart,"It is an early piece and not the greatest Mozart by any means, but Mozart had a star on his brow from his most juvenile efforts onwards.",67,73,0.9766225814819336
Amazon,596,PERSON,Mozart,Why is Mozart's great double concerto for violin and viola called `Sinfonia Concertante'?,7,13,0.9163892269134521
Amazon,596,PERSON,Haydn,"This is really a work that retains suggestions of the concerto grosso, although unmistakably late 18th century, after Haydn had transformed the idiom of instrumental music from being purely a process of development into one in which events and contrasts take place.",118,123,0.9704045653343201
Amazon,1686,PLACE,Bungalow Bill,'Everybody's Got Something To Hide Except Me And My Monkey' and 'Bungalow Bill' were just plain silly.,65,78,0.8114526867866516
Amazon,9735,PERSON,composers,"The orchestral writing creates quite striking effects, with the composers trademark unexpected harmonic writing galvanizing the music in the most unexpected places.",64,73,0.6811361312866211
Amazon,9735,PERSON,Handel,"In an age of great choral works, dominated by such long established musical giants as Handel and Bach, Zelenka's only recent emergence and fame must still be explained to most music-lovers.",86,92,0.8657569289207458
Amazon,9735,PERSON,Bach,"In an age of great choral works, dominated by such long established musical giants as Handel and Bach, Zelenka's only recent emergence and fame must still be explained to most music-lovers.",97,101,0.8605361580848694
Amazon,9735,PERSON,Zelenka,"In an age of great choral works, dominated by such long established musical giants as Handel and Bach, Zelenka's only recent emergence and fame must still be explained to most music-lovers.",103,110,0.9420811533927917
Amazon,11053,PERSON,Mark,"I was never really a fan of Mark's voice, but he sounds really good on this album.",28,32,0.9458513259887695
Amazon,11053,PERSON,David,Both of these are pitched pretty low for David and seem to be beneath his vocal ability.,41,46,0.9372038245201111
Amazon,5470,PERSON,John Jordan,"The music on John Jordan's &quot;Only One&quot; is as the cover art on the front: lean, reverent, naked and muscular.",13,24,0.9417475461959839
Amazon,5470,PERSON,John Jordan,"Jordan does not possess a high degree of facility on his instrument -- to play a seven string bass at all, moves up the standard in base playing technique - but the more I give John Jordan's playing repeated listening, the more I am reminded of the great character actors in cinema.",177,188,0.9196614027023315
Amazon,10015,PERSON,Ames,"Jazz and lounge singers of the 1950s and early '60s, particularly women, comprise a big portion of my music collection, yet despite that, I was not familiar with Ames.",162,166,0.8159632682800293
Amazon,10015,PERSON,singer,"That was a huge oversight, because the singer displays a girlish voice, with a pleasing tremelo, that effortlessly conveys warmth and emotional sincerity.",39,45,0.7744525074958801
Amazon,591,PERSON,Sinopoli,"Sinopoli was to receive his third doctorate, after an MD in psychiatry and Ph.D.",0,8,0.9582878947257996
Amazon,591,PERSON,Schweitzer,in music -remind anybody of Schweitzer?,28,38,0.825893759727478
Amazon,2479,PERSON,Wolfgang Windgassen,"So the sonics are excellent.Some other briefer comments:  While I don't love Wolfgang Windgassen's performance, he is certainly satisfactory and capable.",77,96,0.9710365533828735
Amazon,2479,PERSON,Solti,"Solti infuses the ""walking"" theme that opens the orchestral prologue with a sense of impending tragedy mixed with urgency that is unforgettable.",0,5,0.8456830978393555
Amazon,2479,PERSON,Solti,"The third portion of Solti's famed traversal of Richard Wagner's ""Ring"" tetralogy (I love that word, had to use it) is, simply, terrific.",21,26,0.7445797324180603
Amazon,2479,PERSON,Richard Wagner,"The third portion of Solti's famed traversal of Richard Wagner's ""Ring"" tetralogy (I love that word, had to use it) is, simply, terrific.",48,62,0.8999150991439819
Amazon,10968,PLACE,Passio,I had a similar experience while working on Passio.,44,50,0.7898665070533752
Amazon,2658,PLACE,NY Phil,"Incidentally, he was also a great conductor, being a candidate for the NY Phil after Toscanini left AND one of the 20th-century's greatest violin virtuosos.So why isn't Oedipe honored as one of the 20th-century's greatetst operas?",71,78,0.8216992616653442
Amazon,2658,PERSON,Toscanini,"Incidentally, he was also a great conductor, being a candidate for the NY Phil after Toscanini left AND one of the 20th-century's greatest violin virtuosos.So why isn't Oedipe honored as one of the 20th-century's greatetst operas?",85,94,0.9323539137840271
Amazon,11477,PLACE,Fly From Here,"YES has always been about a positive message, and Fly From Here is no exceptionThe side long ""Fly From Here"" suite has many thrilling peaks and valleys, and memorable themes, like other great YES epics.",50,63,0.8459542989730835
Amazon,11477,PLACE,Fly From Here,"YES has always been about a positive message, and Fly From Here is no exceptionThe side long ""Fly From Here"" suite has many thrilling peaks and valleys, and memorable themes, like other great YES epics.",94,107,0.8485708832740784
Amazon,11477,PERSON,Tormato,"This must be the first YES album Ive bought on vinyl since Tormato in 1978, switching to CD's in the early 80's.",59,66,0.7521396279335022
Amazon,7191,PERSON,Lisa Loeb-ish,"has great, mellow Lisa Loeb-ish feel to it, which is great as it's sort of the balck sheep of the album since it's so out of context with the album.",18,31,0.8200463652610779
Amazon,7191,PERSON,Rod Stewart,"I love stuff like Rod Stewart, Heart, Stevie Wonder, Dan Fogelberg and even Frank Sinatra to name a few.",18,29,0.9830758571624756
Amazon,7191,PERSON,Heart,"I love stuff like Rod Stewart, Heart, Stevie Wonder, Dan Fogelberg and even Frank Sinatra to name a few.",31,36,0.7344580292701721
Amazon,7191,PERSON,Stevie Wonder,"I love stuff like Rod Stewart, Heart, Stevie Wonder, Dan Fogelberg and even Frank Sinatra to name a few.",38,51,0.9723550081253052
Amazon,7191,PERSON,Dan Fogelberg,"I love stuff like Rod Stewart, Heart, Stevie Wonder, Dan Fogelberg and even Frank Sinatra to name a few.",53,66,0.975110650062561
Amazon,7191,PERSON,Frank Sinatra,"I love stuff like Rod Stewart, Heart, Stevie Wonder, Dan Fogelberg and even Frank Sinatra to name a few.",76,89,0.9780340790748596
Amazon,648,PERSON,Scarlatti,"The lively finger-work is not a vehicle but part of the music's essence, as Scarlatti entitled his sonatas `Essercizi'.The sound is excellent and the album constitutes a true landmark of the recorded Scarlatti.",76,85,0.9926881790161133
Amazon,648,PERSON,Scarlatti,"The lively finger-work is not a vehicle but part of the music's essence, as Scarlatti entitled his sonatas `Essercizi'.The sound is excellent and the album constitutes a true landmark of the recorded Scarlatti.",200,209,0.9862615466117859
Amazon,648,PERSON,Pogorelich,"Pogorelich shines at every moment, exhibiting different facets and moods of his artistic personality.",0,10,0.9489849209785461
Amazon,12095,PERSON,Bell,"In the liner notes, Bell makes it clear he admires Gardiner and Norrington, referring to their views on vibrato as ""refreshing"".",20,24,0.9610790014266968
Amazon,12095,PERSON,Gardiner,"In the liner notes, Bell makes it clear he admires Gardiner and Norrington, referring to their views on vibrato as ""refreshing"".",51,59,0.899747908115387
Amazon,12095,PERSON,Norrington,"In the liner notes, Bell makes it clear he admires Gardiner and Norrington, referring to their views on vibrato as ""refreshing"".",64,74,0.9055756330490112
Amazon,12095,PERSON,Bell,"That's likely to improve under Bell, who seems a bit less po-faced than Marriner.But refinement and sensitivity aren't essential qualities in Beethoven, whose symphonies have always meant more to me than what has been advocated by the authentic performance movement.",31,35,0.9124146699905396
Amazon,12095,PERSON,Marriner,"That's likely to improve under Bell, who seems a bit less po-faced than Marriner.But refinement and sensitivity aren't essential qualities in Beethoven, whose symphonies have always meant more to me than what has been advocated by the authentic performance movement.",72,80,0.9192138910293579
Amazon,12095,PERSON,Beethoven,"That's likely to improve under Bell, who seems a bit less po-faced than Marriner.But refinement and sensitivity aren't essential qualities in Beethoven, whose symphonies have always meant more to me than what has been advocated by the authentic performance movement.",142,151,0.9211466312408447
Amazon,12095,PERSON,Joshua Bell,"Joshua Bell has taken on a new role as principal conductor of the Academy of Saint Martin in the Fields, following in the footsteps of Sir Neville Marriner, who released a plethora of discs.",0,11,0.9624789953231812
Amazon,12095,PLACE,Academy of Saint Martin in the Fields,"Joshua Bell has taken on a new role as principal conductor of the Academy of Saint Martin in the Fields, following in the footsteps of Sir Neville Marriner, who released a plethora of discs.",66,103,0.8628600239753723
Amazon,12095,PERSON,Sir Neville Marriner,"Joshua Bell has taken on a new role as principal conductor of the Academy of Saint Martin in the Fields, following in the footsteps of Sir Neville Marriner, who released a plethora of discs.",135,155,0.8933027982711792
Amazon,10956,PERSON,Adam Levine,"B+Stutter: This track has a very well-established rhythm to it, with single status ringing off every note of Adam Levine's vocals.",109,120,0.9653757810592651
Amazon,9524,PERSON,Rezewski,This CD should introduce many listeners to Rezewski's music.Rzewski composed in 1975 and the work received its first performance in Washington D.C.,43,51,0.9493919610977173
Amazon,9524,PERSON,Rzewski,This CD should introduce many listeners to Rezewski's music.Rzewski composed in 1975 and the work received its first performance in Washington D.C.,60,67,0.9069945216178894
Amazon,9524,PLACE,Washington D.C.,This CD should introduce many listeners to Rezewski's music.Rzewski composed in 1975 and the work received its first performance in Washington D.C.,132,147,0.7558640837669373
Amazon,9524,PERSON,Beethoven,"This score is accessible, for all its difficulty, and its themes are universal.The work is a successor to Beethoven's Diabelli Variations in its length and variety and in the ways in which each composer manages to develop a seemingly simple, unsophisticated tune.",106,115,0.9280542135238647
Amazon,8982,PERSON,Marcin Wasilewski,"In the same year, a sixteen-year old band leader - Marcin Wasilewski won the fourth prize at the International Jazz Pianist festival in Kalisz, Poland.",51,68,0.9638084173202515
Amazon,8982,PLACE,Kalisz,"In the same year, a sixteen-year old band leader - Marcin Wasilewski won the fourth prize at the International Jazz Pianist festival in Kalisz, Poland.",136,142,0.9091289043426514
Amazon,7166,PERSON,Kiril Kondrashin,"In the context now of Kiril Kondrashin's old Melodiya recordings of Mahler symphonies, I wonder if the odd one out status of the 7th has some bearing on the interpretation here.",22,38,0.9594204425811768
Amazon,7166,PERSON,Kondrashin,"This is because at least in terms of timings, the 7th gets the least extreme treatment in terms of Kondrashin's general tendency to take Mahler at rather brisker tempi than most others on record, or live.",99,109,0.9441552758216858
Amazon,7166,PERSON,Mahler,"This is because at least in terms of timings, the 7th gets the least extreme treatment in terms of Kondrashin's general tendency to take Mahler at rather brisker tempi than most others on record, or live.",137,143,0.7060258388519287
Amazon,1308,PERSON,Wilhelm Furtwangler,"It has excellence in every department, especially the conducting by the legendary Wilhelm Furtwangler.",82,101,0.9326282739639282
Amazon,1308,PERSON,Furtwangler,"The orchestra isn't nearly the best you could get on other recordings of this huge work, but Furtwangler brings his unique vision of the work.",93,104,0.9337393641471863
Amazon,11977,PERSON,My parents,My parents blew their collective tops when I played Dylan's raspy-voiced Blowin' In The Wind for the 217th straight time on the family record player.,0,10,0.6507837772369385
Amazon,11977,PERSON,Dylan,My parents blew their collective tops when I played Dylan's raspy-voiced Blowin' In The Wind for the 217th straight time on the family record player.,52,57,0.9374479055404663
Amazon,8061,PERSON,Manilow,"Manilow is understated (well, on THAT performance, but you can catch others that are over the top if you look hard enough online) but every move he makes while singing that song seems to count.",0,7,0.957617998123169
Amazon,129,PERSON,Fils,"From the muted beginning of the 4th movement which features only the upper strings, Fils builds the the final 'Allegro' by layering in successive instruments until the recapitulation.",84,88,0.9096177816390991
Amazon,129,PERSON,Anton Fils,"A cellist by training, Anton Fils (1733-1760) emerged as one the most innovative composers from the Mannheim School.",23,33,0.9772319793701172
Amazon,129,PLACE,Mannheim School,"A cellist by training, Anton Fils (1733-1760) emerged as one the most innovative composers from the Mannheim School.",100,115,0.8592957854270935
Amazon,296,PERSON,Gorecki,"This Chandos disc, recorded in 1996, pairs Gorecki's work for unaccompanied choir ""Miserere"" with Sofia Gubaidulina's massive ""Alleluia"" for choir, boy soprano, and orchestra.",43,50,0.9674081802368164
Amazon,296,PERSON,Sofia Gubaidulina,"This Chandos disc, recorded in 1996, pairs Gorecki's work for unaccompanied choir ""Miserere"" with Sofia Gubaidulina's massive ""Alleluia"" for choir, boy soprano, and orchestra.",98,115,0.9698787927627563
Amazon,10729,PERSON,Haas,"The piece feels like it is alive and breathing.This is the best Haas I've heard so far, though I've also rated other recordings highly.",64,68,0.9340808391571045
Amazon,10729,PERSON,Enno Poppe,"On this Neos disc, the Collegium Novum Z&uuml;rich conducted by Enno Poppe perform three pieces by Georg Freidrich Haas.",64,74,0.9502980709075928
Amazon,10729,PERSON,Georg Freidrich Haas,"On this Neos disc, the Collegium Novum Z&uuml;rich conducted by Enno Poppe perform three pieces by Georg Freidrich Haas.",99,119,0.8709345459938049
Amazon,10729,PERSON,soloist,"Led by the soloist, the music gradually comes back to life and ultimately fades out to a bubbly ostinato like the classical tradition of musical farewells.",11,18,0.7970362901687622
Amazon,10835,PERSON,Mozart,"Many of Mozart's movements, particularly in the earlier sonatas, have deedle-dum left-hand accompaniments.",8,14,0.9128381013870239
Amazon,10835,PERSON,Mozart,But technique alone will not work for Mozart.,38,44,0.9139417409896851
Amazon,2333,PERSON,conductors,One reason that orchestras and conductors today are rarely able to produce convincing recordings of so much classical music is that it rarely features in concerts.,31,41,0.6999568939208984
Amazon,2333,PLACE,country,The failure to do so seems to me to explain at least partly the inability of Americans to produce strong roots in their country.,120,127,0.727262556552887
Amazon,3927,PERSON,Billy Strayhorn,"Billy Strayhorn also plays piano on five tracks: Snibor, Segdoh, Johnny Come Lately,Big Shoe, and Bouquet of Roses.Two tracks team Hodges, who composed them, on alto sax with tenor sax giant Ben Webster: Cambridge Blues, Brute's Roots.",0,15,0.9658750295639038
Amazon,3927,PERSON,Hodges,"Billy Strayhorn also plays piano on five tracks: Snibor, Segdoh, Johnny Come Lately,Big Shoe, and Bouquet of Roses.Two tracks team Hodges, who composed them, on alto sax with tenor sax giant Ben Webster: Cambridge Blues, Brute's Roots.",131,137,0.6556636691093445
Amazon,3927,PERSON,Ben Webster,"Billy Strayhorn also plays piano on five tracks: Snibor, Segdoh, Johnny Come Lately,Big Shoe, and Bouquet of Roses.Two tracks team Hodges, who composed them, on alto sax with tenor sax giant Ben Webster: Cambridge Blues, Brute's Roots.",191,202,0.9205379486083984
Amazon,3866,PERSON,Fat Joe,"Fat Joe, Rob Tewlow, Greg Angelides & Craig Kallman handle executive producion.",0,7,0.9339549541473389
Amazon,3866,PERSON,Rob Tewlow,"Fat Joe, Rob Tewlow, Greg Angelides & Craig Kallman handle executive producion.",9,19,0.9349693059921265
Amazon,3866,PERSON,Greg Angelides,"Fat Joe, Rob Tewlow, Greg Angelides & Craig Kallman handle executive producion.",21,35,0.944270670413971
Amazon,3866,PERSON,Craig Kallman,"Fat Joe, Rob Tewlow, Greg Angelides & Craig Kallman handle executive producion.",38,51,0.9312801361083984
Amazon,3866,PERSON,Cuban,"has Cuban talking about the ladies, drugs and street life.",4,9,0.9207567572593689
Amazon,3866,PLACE,street life,"has Cuban talking about the ladies, drugs and street life.",46,57,0.6762939095497131
Amazon,3866,PERSON,Tony Sunshine,My favourite track is without a doubt a track where Cuban Link absolutely shines and one where Tony Sunshine drops an exceptional chorus.,95,108,0.9528154134750366
Amazon,3112,PERSON,Guy,"Even though I was getting into more punk stuff and burned out on Satch and Vai, I was still impressed with Guy's uber-raw speed-metal-ish soloing skills and go-for-the-neck full-speed-ahead energy of his 3-piece band.",107,110,0.9553407430648804
Amazon,2735,PERSON,Philip Thomson,"The return of Philip Thomson, one of the greatest pianists showcased in this entire series, is also notable.",14,28,0.9431382417678833
Amazon,2735,PERSON,Thomson,(We Shall Go into the House of the Lord) is extrovert and Thomson pummels the massive fortissimo proclamation of chords with conviction.,58,65,0.9594502449035645
Amazon,77,MEMORY,forgettable,"The verses were kind of groove rock and the chorus got all fast, in a way that didn't work for me.The main problem is this album is forgettable.",132,143,0.7188209891319275
Amazon,3032,PERSON,musician,"Now during this time a musician,especially a jazz and/or funk one's ability to play and adapt within the new musical concepts without royally embarassing themselves did depend it seemed a lot on the artists motivation for doing so.",23,31,0.7111455798149109
Amazon,3032,PERSON,Don Myrick,"""Melody Of Life"" is a really terrific song with that gospel/funk/soul fanfare with EWF members Don Myrick and Roland Bautista,along with other members of the Phenix horns really doing their stuff.",95,105,0.9657976031303406
Amazon,3032,PERSON,Roland Bautista,"""Melody Of Life"" is a really terrific song with that gospel/funk/soul fanfare with EWF members Don Myrick and Roland Bautista,along with other members of the Phenix horns really doing their stuff.",110,125,0.9638229608535767
Amazon,3032,PERSON,Ramsey,Well Ramsey sold well anyway so his mission at this time seemed to be one of looking to reach the newer audience of that era without abandoning his art.,5,11,0.7661356925964355
Amazon,11182,PERSON,Reiner,"Reiner & the CSO also recorded this work in 1962, so the selection of this version is interesting, as other reviewers have noted.",0,6,0.8669711351394653
Amazon,11182,PERSON,Reiner,"Reiner's conducting, which I find inelegant and melodramatic, was superseded by Georg Solti's recordings from the 1960s with ""Salome"" superseded once more by the terrific Karajan/Hildegard Behrens version in the 1970s.",0,6,0.9179456830024719
Amazon,11182,PERSON,Georg Solti,"Reiner's conducting, which I find inelegant and melodramatic, was superseded by Georg Solti's recordings from the 1960s with ""Salome"" superseded once more by the terrific Karajan/Hildegard Behrens version in the 1970s.",80,91,0.9286981225013733
Amazon,11182,PERSON,Hildegard Behrens,"Reiner's conducting, which I find inelegant and melodramatic, was superseded by Georg Solti's recordings from the 1960s with ""Salome"" superseded once more by the terrific Karajan/Hildegard Behrens version in the 1970s.",179,196,0.7665963768959045
Amazon,2043,PERSON,McCartney,"And what can be more joyous than &quot;I'm so glad that's she's my little girl/she's so glad, she's telling all the world.&quot; It's B-side, the McCartney- sung&quot;She's A Woman,&quot; also received a lot of attention.",146,155,0.6614724397659302
Amazon,1404,PERSON,The music man,Till there was you is from the show The music man.,36,49,0.7634435892105103
Amazon,1404,PERSON,Beatles,"If it weren't for this Beatles album, a UK breakthrough by Motown might not have happened in 1964.",23,30,0.8497375845909119
Amazon,1404,PLACE,UK,"If it weren't for this Beatles album, a UK breakthrough by Motown might not have happened in 1964.",40,42,0.704855740070343
Amazon,12220,PERSON,Knopfler,"The Knopfler influence is felt with every note, and his guitar work is impeccable on Nomad.",4,12,0.8553311228752136
Amazon,12220,PERSON,Bombino,Listeners that have stumbled onto Bombino's work due to the Auerbach connection will likely find themselves disappointed (luckily) by the lack of Black Keys influence.,34,41,0.925326943397522
Amazon,9578,PERSON,Colin Davis,"Colin Davis recorded the complete cycle of Sibelius symphonies in the 1970's with the Boston Symphony in their Symphony Hall for Philips and they remain one of many collectors' favorites cycles, Sibelius or otherwise.",0,11,0.9683388471603394
Amazon,9578,PERSON,Sibelius,"Colin Davis recorded the complete cycle of Sibelius symphonies in the 1970's with the Boston Symphony in their Symphony Hall for Philips and they remain one of many collectors' favorites cycles, Sibelius or otherwise.",43,51,0.6824358105659485
Amazon,9578,PLACE,Symphony Hall,"Colin Davis recorded the complete cycle of Sibelius symphonies in the 1970's with the Boston Symphony in their Symphony Hall for Philips and they remain one of many collectors' favorites cycles, Sibelius or otherwise.",111,124,0.9387097358703613
Amazon,9578,PERSON,Bruckner,"As is true with my other favorites, Bruckner, Mahler, Brahms, these subtleties are precious gems that I keep going back to.",36,44,0.9340161085128784
Amazon,9578,PERSON,Mahler,"As is true with my other favorites, Bruckner, Mahler, Brahms, these subtleties are precious gems that I keep going back to.",46,52,0.9099832773208618
Amazon,9578,PERSON,Brahms,"As is true with my other favorites, Bruckner, Mahler, Brahms, these subtleties are precious gems that I keep going back to.",54,60,0.9349855184555054
Amazon,10495,PERSON,Gaga,"The bridge explodes into three parts, carrying the song to a powerful coda.'Speechless', the sole ballad on the set, is the most raw song Gaga has recorded.",138,142,0.975980281829834
Amazon,10495,PERSON,Gaga,"The writing on this song is exceptional, some of the best Gaga has ever done.The dance floor is where 'Dance in the Dark' is planted firmly at.",58,62,0.9611538648605347
Amazon,10495,PLACE,dance floor,"The writing on this song is exceptional, some of the best Gaga has ever done.The dance floor is where 'Dance in the Dark' is planted firmly at.",81,92,0.9123024344444275
Amazon,10495,PLACE,dance floor,"However, the songs are also injected with such hard-hitting dance beats that most of these cuts could be taken straight to the dance floor.It all opens with the soaring 'Bad Romance'.",127,138,0.878054141998291
Amazon,5294,PERSON,Justin Timberlake,Co-written by Justin Timberlake and with some of his vocals in the background.,14,31,0.9384381175041199
Amazon,1478,PERSON,George Harrison,"5 stars.""Act Naturally"" a cover of a Morrison is George Harrison's second credit on the disk.",49,64,0.9552794694900513
Amazon,1478,PERSON,McCartney,"is McCartney's 2nd best contribution to this disk, a happy love ditty that shows up on the US version of ""Rubber Soul."" I like the acoustic guitar and shuffle rhythm.The next song, ""Yesterday"" is the first Beatle solo tune, with Paul on vocals and guitar, with string accompaniment.",3,12,0.920354425907135
Amazon,1478,PERSON,Paul,"is McCartney's 2nd best contribution to this disk, a happy love ditty that shows up on the US version of ""Rubber Soul."" I like the acoustic guitar and shuffle rhythm.The next song, ""Yesterday"" is the first Beatle solo tune, with Paul on vocals and guitar, with string accompaniment.",229,233,0.8630295991897583
Amazon,2390,PERSON,Norgard,"At this time, the 23 year old's big obsession was Sibelius, whose ""Nordic"" idiom was pushed further by Norgard's teacher Vagn Holmboe.",103,110,0.7255592942237854
Amazon,2390,PERSON,Vagn Holmboe,"At this time, the 23 year old's big obsession was Sibelius, whose ""Nordic"" idiom was pushed further by Norgard's teacher Vagn Holmboe.",121,133,0.8913560509681702
Amazon,2390,PERSON,LIN,"""LIN"" for clarinet, cello and piano (1986) is a gradual transition from complex polyphony and ambiguous rhythms to lyrical unity.",1,4,0.7209311723709106
Amazon,9175,PERSON,Leoncavallo,"In short, Leoncavallo's music deserves exposure.",10,21,0.9559088945388794
Amazon,9175,PERSON,Domingo,"And then, of course, there is Domingo's singing.",30,37,0.9395261406898499
Amazon,9175,PERSON,Puccini,"His opera La Boh&egrave;me, for instance, was eclipsed by Puccini's and obviously inferior, but still a splendid work, as is his second most often performed work Zaz&aacute; (I have yet to hear Domingo's recording of I Medici).",58,65,0.9236796498298645
Amazon,9175,PERSON,Domingo,"His opera La Boh&egrave;me, for instance, was eclipsed by Puccini's and obviously inferior, but still a splendid work, as is his second most often performed work Zaz&aacute; (I have yet to hear Domingo's recording of I Medici).",194,201,0.8960047364234924
Amazon,4084,PERSON,DJ,And for the price you may think you have hit gold if you're a DJ in the digital age.,62,64,0.7752262949943542
Amazon,5536,PLACE,Naxos,"4, &quot;Aurora Borealis,&quot; also on Naxos.",40,45,0.8830529451370239
Amazon,5536,PERSON,Groven,"In scores like ""Hjalarljod"" () and ""Brudgommen"" (""The Bridegroom"") Groven can make the string section of an orchestra sound like a gigantic Hardanger fiddle.",67,73,0.6736884713172913
Amazon,9039,PERSON,Trojan,"What's all the fuss about anyway?Well, there are three albums compiled here -- in the case of the first album, ""Super Ape"", the hype has been that Trojan have dug up the .",147,153,0.9433445930480957
Amazon,289,PERSON,the composer,"&#8216;Le style en est simple, correct, pr&eacute;cis...&#8217; which is exactly what suited the composer as he tells us himself, and it should suit most of the rest of us.",93,105,0.7123907804489136
Amazon,6251,PERSON,Marcus Strickland,Marcus Strickland and his brother EJ (who plays drums on this) come from south carolina or something and they're really good.,0,17,0.9585927724838257
Amazon,6251,PERSON,EJ,Marcus Strickland and his brother EJ (who plays drums on this) come from south carolina or something and they're really good.,34,36,0.8769419193267822
Amazon,6251,PLACE,south carolina,Marcus Strickland and his brother EJ (who plays drums on this) come from south carolina or something and they're really good.,73,87,0.8965873718261719
Amazon,6251,PERSON,Marcus,"The bass player has mysteriously abandoned jazz by now although his soloing vocabulary on bass is remarkable.Marcus placed 3rd in the Monk competition, bested only by John Ellis and Seamus Blake.",109,115,0.9713205695152283
Amazon,6251,PERSON,John Ellis,"The bass player has mysteriously abandoned jazz by now although his soloing vocabulary on bass is remarkable.Marcus placed 3rd in the Monk competition, bested only by John Ellis and Seamus Blake.",167,177,0.9300322532653809
Amazon,6251,PERSON,Seamus Blake,"The bass player has mysteriously abandoned jazz by now although his soloing vocabulary on bass is remarkable.Marcus placed 3rd in the Monk competition, bested only by John Ellis and Seamus Blake.",182,194,0.9476804733276367
Amazon,11900,PERSON,Gergiev,"The collection here from Decca with all of the ballets conducted by Gergiev is a serious bargain no matter how you look at it.*** Note: The Orchestra of the Mariinsky Theatre has also been known as the Kirov Orchestra, and some of these recordings, in their earlier releases, are so labeled.",68,75,0.9445213079452515
Amazon,11900,PLACE,Mariinsky Theatre,"The collection here from Decca with all of the ballets conducted by Gergiev is a serious bargain no matter how you look at it.*** Note: The Orchestra of the Mariinsky Theatre has also been known as the Kirov Orchestra, and some of these recordings, in their earlier releases, are so labeled.",157,174,0.851102888584137
Amazon,11900,PLACE,Petersburg,"Petersburg, February, 1992.",0,10,0.8991310596466064
Amazon,11498,PERSON,Jon Anderson,"In recent years, the reputation of ""Drama"" ,Yes' only previous album without singer Jon Anderson, has been rehabilitated, and the album has found many fans.",84,96,0.9556978344917297
Amazon,11498,PERSON,Wakeman,"Anderson & Wakeman(both together and separately) still play local gigs in England.If it is a choice between ""Yes"" continuing with new members, or not continuing, I'm happy that they're continuing.",11,18,0.7268131375312805
Amazon,11498,PLACE,England,"Anderson & Wakeman(both together and separately) still play local gigs in England.If it is a choice between ""Yes"" continuing with new members, or not continuing, I'm happy that they're continuing.",74,81,0.8912038803100586
Amazon,11147,PERSON,Jesus,"BWV 154 (My dearest Jesus is lost); this cantata exhibits close connections with the Gospel reading(Luke 2: 41-52) that centers on the search for the twelve year old Jesus, eventually found in the temple in Jerusalem.",20,25,0.9420706629753113
Amazon,11147,PERSON,Jesus,"BWV 154 (My dearest Jesus is lost); this cantata exhibits close connections with the Gospel reading(Luke 2: 41-52) that centers on the search for the twelve year old Jesus, eventually found in the temple in Jerusalem.",166,171,0.9580011963844299
