doc_id,rule_name,category,span_text,context
2283,PERSON,PERSON,fans,are many opera fans who are fans
2283,PERSON,PERSON,fans,fans who are fans of all three
2284,BODY,BODY,feeling,"it's full of feeling, the most important"
2285,BODY,BODY,tears,reduces one to tears. Sills delivers the
2285,BODY,BODY,touch,"notes seem to touch the stars, they"
2285,PLACE,PLACE,City,"the New York City Opera, conductor Julius"
2285,PLACE,PLACE,City,the New York City Opera was at
2285,PERSON,PERSON,singers,all the great singers of her day-
2285,PERSON,PERSON,fans,must have for fans of Sills and
2285,PERSON,PERSON,fans,Sills and for fans of Handelian opera.
2286,BODY,BODY,breath,on a single breath. In order to
2286,BODY,BODY,heart,straight to your heart.This recording is a
2286,PLACE,PLACE,City,the New York City Opera Orchestra performs
2286,PLACE,PLACE,bar,the best Cleopatra bar none. Her arias
2286,PERSON,PERSON,singers,"instead of cut.The singers are top-notch, if"
2286,PERSON,PERSON,singers,that those three singers do on this
2286,PERSON,PERSON,singers,"all the other singers, is very involved"
2286,PERSON,PERSON,singer,"a feat, a singer must have a"
2288,BODY,BODY,touch,it was a touch less urgent and
2288,BODY,BODY,ears,lyricism (to my ears) all the more
2288,PERSON,PERSON,listeners,incomparably better sonics.Many listeners attuned to the
2289,PLACE,PLACE,at home,is much more at home in this
2289,PERSON,PERSON,artists,problem with these artists.
2290,BODY,BODY,hearing,am interested in hearing them. Blomstedt's cycle
2290,MEMORY,MEMORY,years ago,First Symphony many years ago. Don't let
2290,PERSON,PERSON,people,glory. Apparently some people were a little
2291,BODY,BODY,heart,very end is heart wrenching. I've seen
2291,PLACE,PLACE,room,there certainly is room for a high
2291,PERSON,PERSON,singers,overtax the lead singers. Both Neblett and
2292,BODY,BODY,BLOOD,"1940s (from CAPTAIN BLOOD to DECEPTION), I've"
2292,PLACE,PLACE,City,"for ""The Dead City""). Apart from collecting"
2292,PLACE,PLACE,city,"in the Belgian city of Bruges, is"
2292,PERSON,PERSON,listeners,"bells! Incidentally, astute listeners of Korngold's film"
2293,BODY,BODY,cry,"on end. His cry of ""Sangue! Sangue!"
2293,BODY,BODY,feeling,"deep and specific feeling, and the rapport"
2293,MEMORY,MEMORY,nostalgia,"cheerful banter, sweet nostalgia, passion, and resignation.Even"
2293,PERSON,PERSON,singers,least the two singers did make a
2293,PERSON,PERSON,singers,"Scene the two singers' final, pianissimo B"
2293,PERSON,PERSON,singers,an ideal partner.The singers are lucky to
2293,PERSON,PERSON,singers,and the supporting singers - particularly Fedora
2293,PERSON,PERSON,singers,of all the singers. About the only
2293,PERSON,PERSON,singers,"these four incredible singers. No music collection,"
2294,BODY,BODY,heart,home in Paganini's heart. You can hear
2294,MEMORY,MEMORY,years ago,"Paganini, I read years ago, how his"
2294,PERSON,PERSON,fans,"Edition)'.And for fellow fans of Middle Earth,"
2294,PERSON,PERSON,artist,story of the artist Paganini is of
2295,BODY,BODY,hand,characters.On the one hand I find it
2295,PERSON,PERSON,singers,end up with singers the size of
2297,BODY,BODY,breath,Schumann's Erlkonig is breath-taking.My copy of this
2297,PLACE,PLACE,chair,"with the second chair, so again gives"
2297,PERSON,PERSON,artist,the the subject artist.For those of you
2298,PERSON,PERSON,singers,"(3), excellent actor/singers for (Master) Ford and"
2298,PERSON,PERSON,singers,and youthful sounding singers for Fenton and
2298,PERSON,PERSON,singers,outstanding; the other singers all do very
2299,BODY,BODY,hand,got mine second hand in the early
2299,BODY,BODY,touch,"quite genuinely does touch sublime heights, and"
2300,PERSON,PERSON,listeners,"longer work. Some listeners, including Hungarian composer"
2300,PERSON,PERSON,people,of the Russian people in facing Nazi
2301,PERSON,PERSON,people,"the Finlandia, most people would stay away"
2302,PERSON,PERSON,people,captivated the Finnish people and has been
2303,BODY,BODY,feeling,performed with great feeling as Toscanini managed
2303,PLACE,PLACE,City,"place in Radio City.""Death and Transfiguration"" is"
2303,PERSON,PERSON,listeners,comments of some listeners of Toscanini's concerts
2304,BODY,BODY,cry,composer seems to cry and even scream
2305,PERSON,PERSON,singers,"some very fine singers, including Herva Nelli,"
2305,PERSON,PERSON,singers,to get his singers to sing better
2305,PERSON,PERSON,singers,"close to the singers and orchestra, resulting"
2305,PERSON,PERSON,singers,good and the singers come through very
2307,BODY,BODY,hand,"as well.So, at hand is RCA original"
2308,PLACE,PLACE,University,"playing in a University recital hall, with"
2308,PLACE,PLACE,room,into your living room! There is a
2309,PERSON,PERSON,My mother,"Ninth, Ravel' s My mother goose and"
2309,PERSON,PERSON,listeners,of musicians and listeners in a febrile
2309,PERSON,PERSON,listeners,future generations of listeners.
2310,BODY,BODY,heart,so many the heart of Brahms is
2311,BODY,BODY,hand,"from the right hand, but who cares."
2312,BODY,BODY,hand,"and Reiner work hand-in-glove, taking a muscular,"
2312,BODY,BODY,touch,"and light, lyrical touch. The clarity of"
2312,BODY,BODY,feeling,"There is a feeling of ""rightness"" about"
2313,PLACE,PLACE,city,of the great city that RVW admired.
2314,PLACE,PLACE,city,"great fanfare, the city awakens! Now the"
2314,PLACE,PLACE,city,of the old city. A sad lament
2314,PLACE,PLACE,city,"purpose of the city. Things are moving,"
2314,PLACE,PLACE,city,returns and the city becomes quiet as
2314,PLACE,PLACE,city,hour and the city reflects on the
2314,PERSON,PERSON,people,of the common people beginning their work
2315,BODY,BODY,eyes,will have his eyes opened -- this
2315,BODY,BODY,mouth,"November, and the mouth of the Thames"
2315,MEMORY,MEMORY,nostalgia,with a prevailing nostalgia that almost every
2316,BODY,BODY,touching,"he manages some touching, soft singing over"
2316,PLACE,PLACE,House,"the Sony Opera House reissue series, it"
2318,BODY,BODY,touching,"a composer. It's touching, actually, since Copland"
2318,BODY,BODY,feet,"One from the feet of the master,"
2321,PERSON,PERSON,artist,CD by any artist. Montserrat Caballe never
2321,PERSON,PERSON,singers,"of my favorite singers, and to be"
2321,PERSON,PERSON,singer,"attuned to his singer, and the two"
2322,BODY,BODY,ears,evidence to your ears of one of
2322,BODY,BODY,breath,"and the extraordinary breath control, the trills,"
2322,BODY,BODY,breath,music time to breath when he should
2322,PLACE,PLACE,room,is plenty of room for the interpretations
2322,PERSON,PERSON,singer,the next great singer - which is
2322,PERSON,PERSON,singers,ever bel canto singers. She breathes life
2323,MEMORY,MEMORY,memories of,did have fond memories of that particular
2324,BODY,BODY,breath,music space to breath but there are
2324,PLACE,PLACE,room,the necessary breathing room for this river
2325,BODY,BODY,hand,"on the other hand, is fascinating. Known"
2325,BODY,BODY,heart,exterior beat the heart of an intenselymusical
2325,BODY,BODY,arm,woman holding his arm is Marylyn Monroe.
2325,BODY,BODY,breath,is flwlessand often breath-taking. there are seveal
2325,PLACE,PLACE,City,in the Windy City when the need
2326,BODY,BODY,hand,"On the other hand, Reiner readily embraced"
2327,BODY,BODY,hand,the conductor first hand. His disciplined and
2327,PERSON,PERSON,artists,array of great artists. Many of us
2327,PERSON,PERSON,fans,it only to fans of this particular
2328,BODY,BODY,eyes,"listener. Closing my eyes, I could feel"
2332,BODY,BODY,touch,"to get in touch with the Sublime,"
2332,BODY,BODY,touch,occasionally detect a touch of muzak. The
2332,PERSON,PERSON,listeners,favourite amongst American listeners of a certain
2333,BODY,BODY,foot,of a cultural foot in two different
2337,PLACE,PLACE,room,is there really room (or need) for
2338,BODY,BODY,heart,other than a heart of ice sit
2338,BODY,BODY,heart,"is in Liu's heart.Ping, Pang, and Pong"
2338,PERSON,PERSON,singers,of many other singers . . .
2339,BODY,BODY,touching,are fantastic and touching. The sound is
2339,BODY,BODY,feeling,job getting the feeling across. He creates
2339,PLACE,PLACE,room,in a court room giving testimony to
2339,PERSON,PERSON,singers,grades to the singers. There are other
2339,PERSON,PERSON,singers,some of the singers are past their
2340,BODY,BODY,touch,"What a brilliant touch, and what a"
2340,BODY,BODY,hearing,for it. After hearing Leinsdorf's reading of
2340,MEMORY,MEMORY,years ago,"Hughes noted many years ago, it is"
2340,PERSON,PERSON,singers,All of the singers are in top
2340,PERSON,PERSON,singers,"""Turandot."" And the singers are uniformly splendid."
2341,BODY,BODY,tears,Signora Ascolta brings tears to ones eyes.
2341,BODY,BODY,eyes,tears to ones eyes. Her aria is
2341,BODY,BODY,breath,run out of breath and then some.
2341,PERSON,PERSON,Singers,"one goose bumps.The Singers: Nilsson, what does"
2341,PERSON,PERSON,singers,unlike many other singers who over dramatise
2342,PERSON,PERSON,singers,at all. The singers do very well:
2342,PERSON,PERSON,my buddy,be ignored? He's my buddy! He's the
2342,PERSON,PERSON,singer,"become an opera singer, any Adelio Zagonara"
2343,PERSON,PERSON,people,Puccini opera for people who don't like
2343,PERSON,PERSON,singers,from the star singers headlining the opera.
2343,PERSON,PERSON,singers,"set of star singers produce a ""Turandot"""
2343,PERSON,PERSON,singers,this trio of singers tends to take
2344,BODY,BODY,touching,he is very touching in his scene
2344,MEMORY,MEMORY,I recall,"1940s. In fact, I recall reading before"
2345,BODY,BODY,touching,Tozzi and a touching Liu from Tebaldi.
2345,BODY,BODY,feeling,sings with great feeling and little of
2345,PERSON,PERSON,singers,age where such singers are non-existent and
2345,PERSON,PERSON,singers,- the principal singers are pushed too
2345,PERSON,PERSON,singers,considerate to his singers when they need
2345,PERSON,PERSON,singers,with some star singers in relatively minor
2347,MEMORY,MEMORY,reminds me of,"the 1880s, but reminds me of late"
2348,PERSON,PERSON,listeners,less to most listeners familiar than the
2349,BODY,BODY,hearing,if we are hearing the Vaughan Williams
2349,PLACE,PLACE,house,"on the orhcestra's house label), so I"
2350,BODY,BODY,feeling,abilities and emotional feeling which they could
2350,BODY,BODY,hearing,"interest for one hearing, but I doubt"
2350,PLACE,PLACE,university,time at a university or musical conservatory
2350,PERSON,PERSON,artists,like mathematicians than artists.During his long recording
2350,PERSON,PERSON,people,"manifestations, but more people, including a number"
2351,BODY,BODY,hand,feel the harsh hand of the Russian
2351,PERSON,PERSON,people,"government squashing the people down with oppression,"
2351,PERSON,PERSON,people,"government batting the people down. And thus,"
2352,MEMORY,MEMORY,years ago,just like four years ago in Bavaria's
2352,PLACE,PLACE,house,"She brought the house down, being absolutely"
2352,PERSON,PERSON,singer,presents an extraordinary singer. Vesselina Kasarova is
2352,PERSON,PERSON,singers,other unsurpassed virtuosi singers.She is dazzling in
2352,PERSON,PERSON,singers,"by all great singers, from Sutherland, Arleen"
2352,PERSON,PERSON,singer,competing for this singer. It is so
2352,PERSON,PERSON,artist,such a great artist perform live.This CD
2353,BODY,BODY,touch,"more subtle of touch than Copland, but"
2353,PLACE,PLACE,City,premiere in Mexico City in 1934 under
2354,BODY,BODY,hearing,looked forward to hearing it on this
2354,PERSON,PERSON,artist,right after the artist had emerged to
2355,BODY,BODY,feeling,"blunt, more indigenous feeling. I prefer his"
2355,MEMORY,MEMORY,childhood,world of his childhood and his prominent
2356,PERSON,PERSON,people,about very human people going about their
2356,PERSON,PERSON,singers,it when the singers get into the
2357,PERSON,PERSON,singer,"What a great singer he was, though,"
2360,BODY,BODY,touch,and lightness of touch coupled with fleetness
2360,BODY,BODY,feeling,has the true feeling of greatness which
2360,BODY,BODY,ears,our late Romantic ears. See J.E. Gardiner's
2362,BODY,BODY,feeling,I get the feeling that he sets
2363,BODY,BODY,heart,"from a massive heart attack, when he"
2364,MEMORY,MEMORY,nostalgic,too.I feel rather nostalgic about this Rite
2364,PLACE,PLACE,college,I was in college back in the
2365,BODY,BODY,hearing,are used to hearing; the reason for
2365,PLACE,PLACE,city,than any other city in the world.
2365,PERSON,PERSON,listeners,of music). Experienced listeners will notice that
2366,MEMORY,MEMORY,years ago,"of those souls years ago, I guess"
2366,PERSON,PERSON,people,much sympathy for people who can't handle
2371,BODY,BODY,hearing,own impression upon hearing this sonata was
2371,BODY,BODY,hearing,or even third hearing. The bulk and
2371,BODY,BODY,heart,increasingly dark. The heart of the movement
2375,BODY,BODY,touch,"who loves Moravec's touch, is purity of"
2375,BODY,BODY,touch,"Rubinstein, is a touch pianist when it"
2375,BODY,BODY,ears,"mannered, to my ears, although not here."
2375,PERSON,PERSON,fans,charisma that Moravec's fans hear at all
2376,PERSON,PERSON,listeners,"magic, including us listeners as if we're"
2377,BODY,BODY,heart,"directly, to my heart. While Durufle depicts"
2377,PLACE,PLACE,room,and beautiful. The room's acoustics are wonderfully
2377,PERSON,PERSON,Singers,be taken. The Singers' technique is astounding
2377,PERSON,PERSON,Singers,be made. The Singers decided to sing
2391,PERSON,PERSON,listeners,"oeuvre for mere listeners as well. ""Mating"
2392,PLACE,PLACE,school,years out of school.The String Quartet No.
2394,BODY,BODY,hand,"On the other hand, ""Herma"" for piano"
2394,PERSON,PERSON,people,A lot of people come to Iannis
2394,PERSON,PERSON,listeners,a lot of listeners. The latter two
2395,BODY,BODY,touch,"a light unarrogant touch,going for the brightness"
2395,BODY,BODY,body,"string quartet,merely a body of strings. All"
2396,BODY,BODY,hand,"piece. On one hand, it is plain"
2396,BODY,BODY,touch,behind that &#34;Viennese&#34; touch.The String Quartet No.
2396,PERSON,PERSON,fans,"That said, for fans of serialism the"
2396,PERSON,PERSON,listeners,"earworm for many listeners.Finally, the String Quartet"
2397,BODY,BODY,hand,"specific concertos at hand, here is a"
2397,PERSON,PERSON,people,"invaluable, free and people-processed internet encyclopedia: the"
2398,BODY,BODY,hearing,"disc well worth hearing, and the NMC"
2400,BODY,BODY,feeling,informed by the feeling of the sea
2400,MEMORY,MEMORY,reminds me of,"agitated figurations, which reminds me of the"
2401,BODY,BODY,touch,"a marvellously ""Haydnesque"" touch) and some dance"
2402,BODY,BODY,hearing,- but on hearing you recognize immediately
2402,BODY,BODY,heart,wallet where my heart is and donated
2402,BODY,BODY,heart,emotion in your heart and make an
2402,PLACE,PLACE,concert hall,not in the concert hall - mainly
2402,PLACE,PLACE,bar,"the final double bar, and it seemed"
2402,PLACE,PLACE,School,of the Eastman School of Music in
2402,PERSON,PERSON,people,"Rochester, thank you people! However, even the"
2402,PERSON,PERSON,Listeners,music with Lewenthal.Listeners fond of the concertos
2403,BODY,BODY,eye,blink of an eye. I honestly don't
2403,PERSON,PERSON,singers,"opt for good singers, when it come"
2403,PERSON,PERSON,singers,"the drama. The singers, as singers, are"
2403,PERSON,PERSON,singers,"The singers, as singers, are with one"
2404,PLACE,PLACE,school,is a specialized school of music in
2406,PLACE,PLACE,city,"theatre of the city, and he studied"
2408,BODY,BODY,blood,depiction of patriotic blood and tears. It
2408,BODY,BODY,tears,patriotic blood and tears. It seems unlikely
2408,BODY,BODY,hand,the composer at hand in Paris in
2408,PERSON,PERSON,artist,"a loyal Soviet artist-- a ""people's composer"""
2410,BODY,BODY,hearing,"about anything a hearing, but I expected"
2410,BODY,BODY,hearing,original medium and hearing it differently in
2410,BODY,BODY,hearing,"a new medium, hearing new character, new"
2410,MEMORY,MEMORY,years ago,"this cd 20 years ago, and almost"
2410,PLACE,PLACE,City,Jones and His City Slickers) to the
2410,PERSON,PERSON,people,times. Like most people I love transcriptions
2410,PERSON,PERSON,artist,played by an artist like Drake.I'm glad
2411,BODY,BODY,hand,"leather blazer, confident hand on hip, daring"
2411,BODY,BODY,eyes,look in her eyes and violin at
2411,BODY,BODY,heart,timid or academic-at-heart.Indeed such music is far
2411,BODY,BODY,hearing,this genre before hearing this CD -
2412,BODY,BODY,Eyes,I've heard Dark Eyes before - knew
2412,BODY,BODY,breath,John's playing is breath-taking. She is a
2412,MEMORY,MEMORY,childhood,either something from childhood or something from
2414,MEMORY,MEMORY,nostalgic,"a romantic, sometimses nostalgic atmosphere. The voice"
2414,PLACE,PLACE,house,at a friend's house on the island
2414,PLACE,PLACE,house,at the opera house in Athens that
2414,PLACE,PLACE,house,in the opera house of Athnes.Just a
2414,PERSON,PERSON,singer,Thomaidis is a singer that has studied
2414,PERSON,PERSON,singer,than as a singer.This album is a
2417,BODY,BODY,feeling,"a sense of feeling, passion, and tragedy"
2417,BODY,BODY,hand,"in the left hand, and a second"
2417,BODY,BODY,hand,second theme involving hand-crossing (a theme split
2417,BODY,BODY,feeling,"work full of feeling, sad, passionate, angry,"
2417,MEMORY,MEMORY,years ago,for me many years ago. The CD
2417,PERSON,PERSON,listeners,new or young listeners to Beethoven --
2417,PERSON,PERSON,listeners,will introduce new listeners and budding pianists
2418,PERSON,PERSON,singer,of a great singer.Barbara Hendricks gives a
2418,PERSON,PERSON,people,slightly off-putting to people used to other
2418,PERSON,PERSON,singer,or not a singer can ACT! It
2418,PERSON,PERSON,singer,"and vastly under-rated singer, is an almost"
2418,PERSON,PERSON,singers,"you have great singers , not one"
2418,PERSON,PERSON,singers,world what great singers THEY are. After
2418,PERSON,PERSON,people,through to such people that newer doesn't
2419,MEMORY,MEMORY,memories of,I treasure the memories of a live
2419,MEMORY,MEMORY,years ago,attended a few years ago. But earlier
2419,PERSON,PERSON,artists,checking out other artists too.
2420,MEMORY,MEMORY,years ago,"made some 25 years ago, both the"
2423,BODY,BODY,touch,"just astonishing. Her touch, timing and feeling"
2423,BODY,BODY,feeling,"touch, timing and feeling is just impacting."
2423,BODY,BODY,feeling,"finish, and almost feeling your heart pounding"
2423,BODY,BODY,heart,almost feeling your heart pounding with emotion.
2423,MEMORY,MEMORY,I remember,of great beauty.I remember one time when
2424,MEMORY,MEMORY,years ago,LPs almost 30 years ago. I enjoyed
2425,PLACE,PLACE,House,"the Royal Opera House, Convent Garden is"
2425,PERSON,PERSON,people,of messed up people with serious issues
2425,PERSON,PERSON,people,"the end, the people he preys on"
2425,PERSON,PERSON,singers,grand climax). The singers are all first
2427,BODY,BODY,hand,"On the other hand, the smug Guglielmo"
2427,PLACE,PLACE,House,The Royal Opera House Orchestra and Chorus
2427,PERSON,PERSON,singer,ideal when a singer is perfectly in
2429,BODY,BODY,hand,is promised her hand in marriage by
2429,PERSON,PERSON,listeners,missing for some listeners. Samuel Ramey's Sarastro
2429,PERSON,PERSON,listeners,"little else, but listeners enjoy it and"
2430,PERSON,PERSON,singers,it is the singers who should take
2430,PERSON,PERSON,singers,'space' for the singers with his apt
2431,BODY,BODY,breath,intake of each breath is somewhat bothersome.Francisco
2431,BODY,BODY,hearing,and deserves repeated hearing until it has
2431,PERSON,PERSON,singers,here are the singers. They are unanimously
2432,BODY,BODY,tears,me fighting the tears as I face
2432,BODY,BODY,tears,moved us to tears. Some will like
2432,PERSON,PERSON,Fans,to the score. Fans of Marriner will
2433,BODY,BODY,touch,a more plangent touch of colouring but
2433,BODY,BODY,feeling,for the lyric feeling of Prokofiev's score
2433,PERSON,PERSON,listeners,shade that some listeners might not expect.
2434,BODY,BODY,ears,refreshed for my ears after years of
2435,PERSON,PERSON,people,A lot of people seem to enjoy
2436,BODY,BODY,heart,place in my heart because one of
2436,BODY,BODY,touch,"an exquisite, polished, touch, a singing melodic"
2436,BODY,BODY,hearing,one can imagine hearing in a home
2436,BODY,BODY,hand,"performances, score in hand.Listeners will each find"
2436,MEMORY,MEMORY,Childhood,"and Scenes from Childhood, Scubert's Impromptus, and"
2436,PERSON,PERSON,people,"that domestic music-making, people playing for themselves"
2436,PERSON,PERSON,Listeners,score in hand.Listeners will each find their
2437,BODY,BODY,ears,to change our ears about everything.What started
2437,BODY,BODY,hearing,that I missed hearing about the players.
2437,BODY,BODY,gut,"pins. Strings are gut string sounding, but"
2437,BODY,BODY,heart,"and mind and heart comes through, more"
2437,BODY,BODY,heart,"big, big, big heart, too. And although"
2437,BODY,BODY,hearing,"itself on first hearing, over the long"
2437,MEMORY,MEMORY,years ago,office a few years ago when I
2437,PERSON,PERSON,people,of place in people's collections.The options include
2437,PERSON,PERSON,listeners,various reasons. Some listeners feel otherwise.Among the
2438,PERSON,PERSON,people,set and most people will not have
2439,PERSON,PERSON,fans,appeal to dedicated fans of period music.
2441,PLACE,PLACE,school,"(1803-1869)belonged to no school, and resists categorization"
2443,PERSON,PERSON,singers,average. The principal singers blend well and
2443,PERSON,PERSON,singers,"number of elegant singers (Wunderlich, Simoneau, Dermota,"
2443,PERSON,PERSON,singer,"garners the ""best singer"" prize in this"
2445,PERSON,PERSON,fans,Brendel and Marriner fans. But the rest
2446,PERSON,PERSON,listeners,would deny all listeners the chance to
2447,PERSON,PERSON,listeners,instead of lettling listeners be drawn into
2448,BODY,BODY,hand,"& Kamu in hand, I've never been"
2448,BODY,BODY,touch,imperious. Nevertheless they touch upon extremities and
2450,BODY,BODY,hearing,early signs of hearing loss.Scoring is a
2451,BODY,BODY,body,"integrated with the body of the work,"
2451,BODY,BODY,feeling,it glows with feeling and romance. The
2451,PERSON,PERSON,people,consisted both of people who knew little
2452,BODY,BODY,heart,furious and passionate heart. When Davis goes
2452,BODY,BODY,heart,"roaring passion and heart-on-the-sleeve romanticism, as if"
2452,BODY,BODY,feeling,"romanticism"" equals ""no feeling"". As I said"
2453,PERSON,PERSON,people,Maazel/Vienna recordings. Some people like these recordings;
2454,PERSON,PERSON,listeners,as do many-many listeners and I will
2455,PERSON,PERSON,people,"mind for most people simplistic, sing-songy music"
2455,PERSON,PERSON,listeners,notable musicians. Some listeners might take comfort
2457,BODY,BODY,touch,version possesses that touch of genius and
2458,BODY,BODY,breath,"without that spring breath, specially in the"
2458,PERSON,PERSON,artist,"portentous keyboard 's artist, I was literally"
2459,PLACE,PLACE,bar,of the first bar in each phrase.
2460,PLACE,PLACE,room,"my own living room is prettyintimate, so"
2460,PERSON,PERSON,listeners,"may leave some listeners wanting. Wanting what,"
2461,BODY,BODY,hearing,So you are hearing them in the
2461,BODY,BODY,heart,they have no heart or soul in
2461,BODY,BODY,heart,pour their whole heart into their playing.
2461,BODY,BODY,Feeling,"with so-called ""Feeling"". Fortunately we have plenty"
2461,PERSON,PERSON,People,each their own. People say the same
2461,PERSON,PERSON,people,on because some people mistake talented musicians
2463,BODY,BODY,ears,"on what my ears tell me, unreflected"
2463,BODY,BODY,foot,"on the right foot, let me say"
2463,PERSON,PERSON,singers,of top-flight Wagner singers. But at least
2463,PERSON,PERSON,people,unprejudiced by other people's views.I have 150
2464,BODY,BODY,touch,dispite Levine's wonderful touch. Enough of the
2464,BODY,BODY,hearing,"they are always hearing ""voices."" Their whole"
2464,MEMORY,MEMORY,years ago,radio interview many years ago that the
2464,PLACE,PLACE,concert hall,"so many excellent concert hall performances, I"
2464,PLACE,PLACE,house,"seated in the house, lights down and"
2464,PERSON,PERSON,my friend,"review. Thank you my friend. But, even"
2465,BODY,BODY,hearing,"1973, is worth hearing, but this starry"
2465,PERSON,PERSON,singers,"of some star singers, and despite the"
2468,BODY,BODY,breath,Arrau's exchange of breath for the individual
2468,PLACE,PLACE,concert hall,interpretations in the concert hall by Tzimon
2468,PLACE,PLACE,at home,"on LP, both at home and transferred"
2468,PLACE,PLACE,in the car,cassette to play in the car. Rubinstein's
2469,MEMORY,MEMORY,nostalgic,"ingenuity, sentimental and nostalgic echoes, sultry and"
2470,PLACE,PLACE,room,would leave some room for hope but
2470,PERSON,PERSON,people,polemic but some people come here for
2471,PLACE,PLACE,room,"for the drawing room approach, you should"
2471,PLACE,PLACE,concert hall,concentration in a concert hall surrounded by
2471,PERSON,PERSON,people,almost every time.Some people may find his
2471,PERSON,PERSON,people,"hall surrounded by people who are all,"
2472,BODY,BODY,feeling,"is big, strong, feeling music that Wild"
2472,BODY,BODY,hand,know them first hand.Sherman graduated from Columbia
2472,BODY,BODY,hand,"degree firmly in hand, and his incisive"
2472,PERSON,PERSON,artist,impossible when either artist plays. Think Volodos
2473,PLACE,PLACE,concert hall,fun in the concert hall (and believe
2474,BODY,BODY,touching,violence; he is touching in his misery
2474,BODY,BODY,blood,remains by favourite blood'n-guts-verismo performance. Fans of
2474,PLACE,PLACE,house,"as a bored house (actually, barge) wife"
2474,PERSON,PERSON,singer,impressive in a singer who was never
2474,PERSON,PERSON,singers,with so-so co-singers and mono sound.Tebaldi lightens
2474,PERSON,PERSON,artist,"a serious, noble-voiced artist.So the ""Schicchi"" is"
2474,PERSON,PERSON,Fans,favourite blood'n-guts-verismo performance. Fans of Tebaldi and
2475,PERSON,PERSON,singers,you want these singers. At amazon Marketplace
2475,PERSON,PERSON,fans,only die-hard Tebaldi fans can make a
2476,BODY,BODY,ears,"and to my ears, these have their"
2476,PERSON,PERSON,listeners,"a role, and listeners who put that"
2477,PERSON,PERSON,singer,"unsurpassed. The American singer offers a brilliant,"
2477,PERSON,PERSON,singer,Don Giovanni this singer was portraying so
2477,PERSON,PERSON,singers,they are legendary singers at the twilight
2477,PERSON,PERSON,people,the drama. Some people think his conducting
2477,PERSON,PERSON,people,the reason why people still listen to
2478,PERSON,PERSON,people,"themes associated with people, things or ideas)"
2478,PERSON,PERSON,singers,"generations of Wagner singers. George London, only"
2478,PERSON,PERSON,singers,plays Fricka. Both singers were replaced for
2478,PERSON,PERSON,singer,that no individual singer has a truly
2479,BODY,BODY,hearing,the pleasure of hearing. Solti infuses the
2479,BODY,BODY,hearing,"is unforgettable. Until hearing this version, I"
2479,BODY,BODY,blood,dragon and the blood.Let's talk about the
2479,PERSON,PERSON,singers,placement of the singers - sometimes referred
2480,BODY,BODY,hearing,"were used to hearing], this was another"
2480,BODY,BODY,hand,Zubin Mehta's sure hand are icing on
2480,PLACE,PLACE,house,"soared through the house, rode over the"
2480,PLACE,PLACE,house,top of the house with clarity. There
2480,PLACE,PLACE,house,in the opera house. Pavarotti and Sutherland
2480,PERSON,PERSON,singers,"were the ""hottest"" singers at the time,"
2480,PERSON,PERSON,people,her high notes people were used to
2480,PERSON,PERSON,people,was another reason people did not expect
2480,PERSON,PERSON,singer,normal for any singer.Pavarotti had shoes to
2480,PERSON,PERSON,artists,"these two great artists, who step out"
2480,PERSON,PERSON,singers,close to the singers you could hear
2480,PERSON,PERSON,singers,"nods to older singers of great merit,"
2480,PERSON,PERSON,singers,century's greatest live singers of these roles.
2480,PERSON,PERSON,singers,accomplishes what many singers dream -- setting
2481,BODY,BODY,ears,"rings in my ears.Believe me, the high"
2481,PERSON,PERSON,fans,majority of opera fans agreed was brilliant
2481,PERSON,PERSON,fans,but vocal Nilsson fans feel that the
2482,BODY,BODY,feeling,"with greater power, feeling and conviction. Still,"
2482,BODY,BODY,feeling,such impact and feeling. Timurs grief in
2482,PERSON,PERSON,singers,number of great singers on peak form.
2482,PERSON,PERSON,singer,versatility as a singer. Another role sung
2483,PERSON,PERSON,people,"your attitude, judging people you don't know"
2483,PERSON,PERSON,singers,lies about other singers and call everyone
2484,MEMORY,MEMORY,I remember,"All that said, I remember that when"
2485,PLACE,PLACE,house,"in an opera house, and her interpretation"
2485,PERSON,PERSON,singers,"or emotional of singers, though she does"
2486,PERSON,PERSON,artist,so completely that artist and role blur
2486,PERSON,PERSON,artists,"of the three artists involved, the scene"
2487,BODY,BODY,heart,simply breaks your heart.Now to the sound...There
2487,MEMORY,MEMORY,years ago,Peking thousands of years ago.The orchestra conducted
2487,PERSON,PERSON,singers,famous and glorious singers of our time.
2487,PERSON,PERSON,singers,"time. These three singers - Sutherland, Pavarotti,"
2487,PERSON,PERSON,singers,"and conducting.First, the singers..Dame Joan Sutherland, the"
2487,PERSON,PERSON,singers,how great the singers are and forget
2488,PERSON,PERSON,singers,a cast of singers today that canhandle
2489,BODY,BODY,feeling,I get the feeling Puccini was (like
2489,BODY,BODY,ears,conservative and untrained ears the emphasis isn't
2489,PERSON,PERSON,listeners,"we're in CHINA, listeners!) but not a"
2490,BODY,BODY,hearing,"the latter), but hearing Ricciarelli struggle with"
2490,PERSON,PERSON,singers,"Altoum than most singers manage.Second, the conducting"
2490,PERSON,PERSON,singers,"up to the singers, Mehta is an"
2491,BODY,BODY,heart,beautiful. And the heart rending finish of
2491,MEMORY,MEMORY,nostalgic,it is perfectly nostalgic without being maudlin.
2492,BODY,BODY,chest,"that come the chest not the head,"
2492,PLACE,PLACE,House,the Chicago Opera House as well as
2492,PLACE,PLACE,house,great memorial opera house of San Francisco.
